search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
8491	Hs_MCF-7_phospho_TMT6plex	Cancer Cell Lines, Breast	Wilhelm et al. (2014)	24870543	PXD000865
9559	Hs_Placenta_TMT6_Cellzome_2	Placenta	Wilhelm et al. (2014)	24870543	PXD000865
9561	Hs_Placenta_iTRAQ_Cellzome	Placenta	Wilhelm et al. (2014)	24870543	PXD000865
9562	Hs_Placenta_TMT6_Cellzome_1	Placenta	Wilhelm et al. (2014)	24870543	PXD000865
9563	Hs_Primary_T-cells_TMT6plex	Blood Cells	Wilhelm et al. (2014)	24870543	PXD000865
9570	Hs_Retinal_stem_cell_iTRAQ_1	Non Cancer Cell Lines	Wilhelm et al. (2014)	24870543	PXD000865
9568	Hs_Retinal_stem_cell_iTRAQ_2	Non Cancer Cell Lines	Wilhelm et al. (2014)	24870543	PXD000865
9569	Hs_Retinal_stem_cell_iTRAQ_3	Non Cancer Cell Lines	Wilhelm et al. (2014)	24870543	PXD000865
7983	Hs_CSF_Gel-Bound	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000651
7984	Hs_CSF_Depletion_Gel	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000652
7985	Hs_CSF_Glyco_Mixed-Mode	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000653
7986	Hs_CSF_Mixed-Mode_Depleted	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000654
7987	Hs_CSF_Mixed-Mode-Bound	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000655
7988	Hs_Plasma_Mixed-Mode-Bound	Blood Plasma	Guldbrandsen et al. (2014)	25038066	PXD000656
7989	Hs_Plasma_Mixed-Mode-Depleted	Blood Plasma	Guldbrandsen et al. (2014)	25038066	PXD000657
7990	Hs_Albuminome_Serum	Blood Plasma	Holewinski et al. (2013)	23300121	PXD000036
7991	Hs_Albuminome_CSF	Cerebrospinal Fluid	Holewinski et al. (2013)	23300121	PXD000036
7992	HS_CSF_microvesicles	Cerebrospinal Fluid	Chiasserini et al. (2014)	24769233	PXD000608
8339	Hs_HCC_r1	Cancer Cell Lines, Liver	Chang C, et al. (2014)	24256510	PXD000529
8340	Hs_HCC_r2	Cancer Cell Lines, Liver	Chang C, et al. (2014)	24256510	PXD000533
8341	Hs_HCC_r3	Cancer Cell Lines, Liver	Chang C, et al. (2014)	24256510	PXD000535
8503	Ovarian_Cancer_iTRAQ_Phospho	Cancer, Ovary	Bell et al. (2011)	21720365	
9791	Ovarian_Cancer_iTRAQ_Glyco	Cancer, Ovary	Bell et al. (2011)	21720365	
9792	Ovarian_Cancer_iTRAQ_JHUZ_1	Cancer, Ovary	Bell et al. (2011)	21720365	
9789	Ovarian_Cancer_iTRAQ_PNNL_1	Cancer, Ovary	Bell et al. (2011)	21720365	
8497	Hs_Phospho_Jurkat_CID	Cancer Cell Lines, Blood	de Graaf et al. (2014)	24850871	PXD000293
8493	Hs_Phospho_Jurkat_ETD	Cancer Cell Lines, Blood	de Graaf et al. (2014)	24850871	PXD000293
8494	Hs_Phospho_Hela_CID	Cancer Cell Lines, Other Female Reproductive Organ	de Graaf et al. (2014)	24850871	PXD000293
8495	Hs_Phospho_Hela_ETD	Cancer Cell Lines, Other Female Reproductive Organ	de Graaf et al. (2014)	24850871	PXD000293
8357	Hs_Plasma_iTRAQ4plex	Blood Plasma	Helgeland et al. (2014)	25333471	PXD000605
8358	Hs_Normal_Retina	Eye	Zhang et al. (2014)	25407473	PXD001242
8359	Hs_Brain_CC	Brain	Martins-de-Souza et al. (2014)	24274931	PXD000547
8360	Hs_Brain_ALT	Brain	Martins-de-Souza et al. (2014)	24274931	PXD000548
8361	Hs_U1snRNP_AD	Brain	Bai et al. (2013)	24023061	PXD000067
8362	Hs_Glioblastoma	Cancer, Brain	Turtoi et al. (2014)	25325876	PXD001398
8363	Hs_SubstantiaNigra_TMT6plex	Brain	Licker et al. (2014)	24449343	PXD000427
8364	Hs_GBA1_iPSC_6plex	Brain	Schöndorf et al. (2014)	24905578	PXD000866
8365	Hs_PFrontalCortex_Silac	Brain	MacDonald et al. (2012)	22942359	PXD000004
8366	HBPP_MultipleSclerosis_Phos	Brain	Garris et al. (2013)	24076635	PASS00275
8367	HBPP_NormalControl_Phos	Brain	Garris et al. (2013)	24076635	PASS00275
8370	CFT_pH3-10_R1	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8371	CFT_pH3-10_R2	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8373	CFT_pH3-4_R2	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8372	CFT_pH3-4_R1	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8374	CFT_pH4-7_R1	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8375	CFT_pH4-7_R2	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8508	Hs_CRC_phospho_iTRAQ_HCD	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8509	Hs_CRC_phospho_iTRAQ_ITCID	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8511	Hs_HCT116_phospho_iTRAQ_HCD	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8510	Hs_HCT116_phospho_iTRAQ_ITCID	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8513	Hs_HCT116_iTRAQ_HCD	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8512	Hs_HCT116_iTRAQ_ITCID	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8514	Hs_CRC_iTRAQ_HCD	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8515	Hs_CRC_iTRAQ_ITCID	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8516	Hs_BCell_Phospho_FT	Cancer Cell Lines, Blood	Rolland et al. (2014)	24667141	PXD000658
8517	Hs_BCell_Phospho_ORBI	Cancer Cell Lines, Blood			PXD000658
8518	Hs_platelets_Phospho_Control	Blood Cells	Zimman et al. (2014)	24400094	PXD000451
8520	Hs_platelets_Phospho_Thrombin	Blood Cells	Zimman et al. (2014)	24400094	PXD000451
8519	Hs_platelets_Phospho_KODA-PC	Blood Cells	Zimman et al. (2014)	24400094	PXD000451
8521	Hs_platelets_Phospho_PLPC	Blood Cells	Zimman et al. (2014)	24400094	PXD000451
8523	Hs_hESC_phospho	Non Cancer Cell Lines	Hou et al. (2013)	23756949	
8524	Hs_NSC_phospho	Non Cancer Cell Lines	Hou et al. (2013)	23756949	
8537	Hs_Hela-Ti-IMAC-HILIC_3D_FTETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8530	Hs_Hela-Ti-IMAC-HILIC_3D_ITETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8526	Hs_Hela-Ti-IMAC_1D_FTETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8527	Hs_Hela-Ti-IMAC_1D_ITETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8531	Hs_Hela-Ti-IMAC-HILIC_2D_FTETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8536	Hs_Hela-Ti-IMAC-HILIC_2D_ITETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8532	Hs_K562-Ti-IMAC-HILIC_3D_FTETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8533	Hs_K562-Ti-IMAC-HILIC_3D_ITETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8528	Hs_K562_Ti-IMAC_1D_FTETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8534	Hs_K562_Ti-IMAC_1D_ITETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8529	Hs_K562_Ti-IMAC-HILIC_2D_FTETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8535	Hs_K562_Ti-IMAC-HILIC_2D_ITETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8538	Hs_MitoticExit_Phos_Silac_HCD	Cancer Cell Lines, Other Female Reproductive Organ	McCloy et al. (2015)	26055452	PXD001559
8539	Hs_MitoticExit_Phos_Silac_IT	Cancer Cell Lines, Other Female Reproductive Organ	McCloy et al. (2015)	26055452	PXD001559
8540	Hs_Phospho_AspN_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8541	Hs_Phospho_AspN_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8543	Hs_Phospho_Chymotrypsin_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8542	Hs_Phospho_Chymotrypsin_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8544	Hs_Phospho_GluC_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8551	Hs_Phospho_GluC_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8546	Hs_Phospho_LysC_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8545	Hs_Phospho_LysC_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8547	Hs_Phospho_Trypsin_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8548	Hs_Phospho_Trypsin_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8550	Hs_Brain_Phospho	Brain	Tan et al. (2015)	25307156	PXD001180
8552	Hs_Hela_EGF	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8553	Hs_Hela_Mitosis	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8555	Hs_Hela_Tyr_Mitosis	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8554	Hs_Hela_Tyr_EGF	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8558	Hs_Hela_unstimulated	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8556	Hs_Hela_Tyr_Pervanadate	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8557	Hs_Hela_Tyr_unstimulated	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8559	Hs_HESC_Phospho_Silac_NCM_1	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8560	Hs_HESC_Phospho_Silac_NCM_1r	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8561	Hs_HESC_Phospho_Silac_NCM_2	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8565	Hs_HESC_Phospho_Silac_NCM_2r	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8563	Hs_HESC_Phospho_Silac_PMA_1	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8564	Hs_HESC_Phospho_Silac_PMA_1r	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8562	Hs_HESC_Phospho_Silac_PMA_2	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8566	Hs_HESC_Phospho_Silac_PMA_2r	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8567	Hs_Hela_CellCycle_Phospho	Cancer Cell Lines, Other Female Reproductive Organ	Olsen et al. (2010)	20068231	
8568	Hs_Hela_Phospho_Gluc	Cancer Cell Lines, Other Female Reproductive Organ	Bian et al. (2012)	22468782	
8569	Hs_Hela_Phospho_Trypsin	Cancer Cell Lines, Other Female Reproductive Organ	Bian et al. (2012)	22468782	
8571	Hs_Plk1as_Phospho_Silac	Non Cancer Cell Lines	Oppermann et al. (2012)	22199227	
8570	Hs_Plk1wt_Phospho_Silac	Non Cancer Cell Lines	Oppermann et al. (2012)	22199227	
8572	Ovarian_Cancer_iTRAQ_Phospho_QExactive	Cancer, Ovary	Bell et al. (2011)	21720365	
8573	IgY14_depletion_PMI_P1_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8574	IgY14_depletion_PMI_P2_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8575	IgY14_depletion_PMI_P3_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8576	IgY14_Supermix_depletion_PMI_P1_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8577	IgY14_Supermix_depletion_PMI_P2_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8578	IgY14_Supermix_depletion_PMI_P3_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8579	IgY14_Supermix_depletion_PMI_P4_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8580	iTRAQ_TMT_Comparison_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8582	iTRAQ_TMT_Comparison_TMT6	Blood Plasma	Keshishian et al. (2015)	25724909	
8581	iTRAQ_TMT_Comparison_TMT10	Blood Plasma	Keshishian et al. (2015)	25724909	
8583	LysC_AHSG_Hec293	Non Cancer Cell Lines	Gauci et al. (2009)	19413330	
8584	LysN_AHSG_Hec293	Non Cancer Cell Lines	Gauci et al. (2009)	19413330	
8585	trypsin_AHSG_Hec293	Non Cancer Cell Lines	Gauci et al. (2009)	19413330	
8586	trypsin_AHSG_Hec293_r	Non Cancer Cell Lines	Gauci et al. (2009)	19413330	
8587	Hs_Lung_Phospho_SequentialIMAC_cell	Cancer Cell Lines, Blood	Tsai et al. (2014)	24313913	PXD000314
8588	Hs_Lung_Phospho_SequentialIMAC_tissue	Cancer, Lung	Tsai et al. (2014)	24313913	PXD000314
8590	Hs_heLa_phospho_Orbi	Cancer Cell Lines, Other Female Reproductive Organ	Beausoleil et al. (2006)	16964243	
8589	Hs_heLa_phospho_FT	Cancer Cell Lines, Other Female Reproductive Organ	Rikova et al. (2007)	18083107	
8591	Hs_C-HPP_spermatozoa	Sperm	Jumeau et al. (2015)	26168773	PXD002367
8592	Hs_C-HPP_Ramos_Cytoplasm	Cancer Cell Lines, Blood	Díez et al. (2015)	26216070	PXD001933
8593	Hs_C-HPP_Ramos_Membrane	Cancer Cell Lines, Blood	Díez et al. (2015)	26216070	PXD001933
8594	Hs_C-HPP_Ramos_Nucleus	Cancer Cell Lines, Blood	Díez et al. (2015)	26216070	PXD001933
8595	Hs_C-HPP_Ramos_Organella	Cancer Cell Lines, Blood	Díez et al. (2015)	26216070	PXD001933
8597	Hs_C-HPP_Testis_Regular-SDS-PAGE	Testis	Zhang et al. (2015)	26282447	PXD002179
8596	Hs_C-HPP_Testis_Tricine-SDS-PAGE	Testis	Zhang et al. (2015)	26282447	PXD002179
8598	Hs_C-HPP_DentalPulpTails_N-terminomics	Other Anatomical Entities	Eckhard et al. (2015)	26258467	PXD002264
9827	Hs_C-HPP_DIPs_HBE	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9828	Hs_C-HPP_DIPs_HBE_LysC	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9829	Hs_C-HPP_DIPs_HCCLM3	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9830	Hs_C-HPP_DIPs_Hep3B	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9831	Hs_C-HPP_DIPs_MHCC97H	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9832	Hs_C-HPP_DIPs_A549	Cancer Cell Lines, Lung	Chen et al. (2015)	26108252	PXD001694
9833	Hs_C-HPP_DIPs_A549_LysC	Cancer Cell Lines, Lung	Chen et al. (2015)	26108252	PXD001694
9835	Hs_C-HPP_DIPs_H1299_LysC	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9834	Hs_C-HPP_DIPs_H1299	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9836	Hs_C-HPP_DIPs_Silac_run1	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9837	Hs_C-HPP_DIPs_Silac_run2	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9803	Hs_C-HPP_EnrichmentStrategy_HCCLM6_membrane	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9804	Hs_C-HPP_EnrichmentStrategy_MHCC97L_membrane	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9805	Hs_C-HPP_EnrichmentStrategy_HCCLM6-Nuclear	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9806	Hs_C-HPP_EnrichmentStrategy_HCCLM6-NuclearMHCC97L	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9799	Hs_C-HPP_EnrichmentStrategy_LMW_Gel_Serum	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9800	Hs_C-HPP_EnrichmentStrategy_LMW_Glycine_SDS	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9801	Hs_C-HPP_EnrichmentStrategy_LMW_Proteominer	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9798	Hs_C-HPP_EnrichmentStrategy_LMW_DS	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9802	Hs_C-HPP_EnrichmentStrategy_membrane	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9807	Hs_C-HPP_EnrichmentStrategy_Phospho_HCCLM6	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9808	Hs_C-HPP_EnrichmentStrategy_Ubiquitination_HCD	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9809	Hs_C-HPP_EnrichmentStrategy_Ubiquitination_ITCID	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9729	Breast_BT_549	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9731	Breast_HS578T	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9735	Breast_MCF7	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9733	Breast_MCF_7-AdrR	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9737	Breast_MDA_MB_231	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9739	Breast_MDA_MB_435	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9741	Breast_T47D	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9743	CNS_SF_268	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9745	CNS_SF_295	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9747	CNS_SF_539	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9749	CNS_SNB_19	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9751	CNS_SNB_75	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9753	CNS_U251	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9755	Colon_COLO205	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9759	Colon_HCT_116	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9761	Colon_HCT_15	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9763	Colon_HT29	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9765	Colon_KM12	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9767	Colon_SW_620	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9769	KinomeProfiles	Cancer, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9771	Leukemia_CCRF_CEM	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9773	Leukemia_HL_60	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9775	Leukemia_K_562	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9777	Leukemia_MOLT_4	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9779	Leukemia_RPMI_8226	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9781	Leukemia_SR	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9772	Prostate_PC_3	Cancer Cell Lines, Other Male Reproductive Organ	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9738	Melanoma_UACC_62	Cancer Cell Lines, Skin	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9748	Non-Small_Cell_Lung_NCI_H226	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9740	Non-Small_Cell_Lung_A549	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9752	Non-Small_Cell_Lung_NCI_H322M	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9744	Non-Small_Cell_Lung_HOP_62	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9732	Melanoma_SK_MEL_2	Cancer Cell Lines, Skin	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9764	Ovarian_OVCAR_5	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9746	Non-Small_Cell_Lung_HOP_92	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9760	Ovarian_OVCAR_3	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9766	Ovarian_OVCAR_8	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9782	Renal_RXF_393	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9768	Ovarian_SK_OV_3	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9750	Non-Small_Cell_Lung_NCI_H23	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9770	Prostate_DU_145	Cancer Cell Lines, Other Male Reproductive Organ	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9787	Melanoma_MALME_3M	Cancer Cell Lines, Skin	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9730	Melanoma_SK_MEL_28	Cancer Cell Lines, Skin	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9736	Melanoma_UACC_257	Cancer Cell Lines, Skin	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9734	Melanoma_SK_MEL_5	Cancer Cell Lines, Skin	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9780	Renal_CAKI_1	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9778	Renal_ACHN	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9758	Ovarian_IGROV1	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9762	Ovarian_OVCAR_4	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9785	Melanoma_M14	Cancer Cell Lines, Skin	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9774	Renal_786_0	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9754	Non-Small_Cell_Lung_NCI_H460	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9776	Renal_A498	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9788	Renal_UO_31	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9742	Non-Small_Cell_Lung_EKVX	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9783	Melanoma_LOXIMVI	Cancer Cell Lines, Skin	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9786	Renal_TK_10	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9756	Non-Small_Cell_Lung_NCI_H522	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9757	Colon_HCC_2998	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9784	Renal_SN12C	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9707	Hs_PanLibrary_CAL51	Cancer Cell Lines, Breast	Rosenberger et al. (2014)	25977788	PXD000953
9710	Hs_PanLibrary_HEK293	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9708	Hs_PanLibrary_HEK293_AP_1433	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9709	Hs_PanLibrary_HEK293_AP_Kinase	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9711	Hs_PanLibrary_HEK293_OGE	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9712	Hs_PanLibrary_HEK293_SEC	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9713	Hs_PanLibrary_Hela_PCT	Cancer Cell Lines, Other Female Reproductive Organ	Rosenberger et al. (2014)	25977788	PXD000953
9714	Hs_PanLibrary_Kidney_Gel	Kidney	Rosenberger et al. (2014)	25977788	PXD000953
9715	Hs_PanLibrary_Kidney_PCT	Kidney	Rosenberger et al. (2014)	25977788	PXD000953
9716	Hs_PanLibrary_Large_intestine	Digestive System	Rosenberger et al. (2014)	25977788	PXD000953
9717	Hs_PanLibrary_LNCaP	Cancer Cell Lines, Other Male Reproductive Organ	Rosenberger et al. (2014)	25977788	PXD000953
9718	Hs_PanLibrary_Lung_PCT	Lung	Rosenberger et al. (2014)	25977788	PXD000953
9719	Hs_PanLibrary_Monocytes	Blood Cells	Rosenberger et al. (2014)	25977788	PXD000953
9720	Hs_PanLibrary_Muscle_PCT	Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9721	Hs_PanLibrary_NCI60_OGE	Cancer Cell Lines, Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9722	Hs_PanLibrary_NCI60_PCT	Cancer Cell Lines, Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9723	Hs_PanLibrary_Neutrophils	Blood Cells	Rosenberger et al. (2014)	25977788	PXD000953
9724	Hs_PanLibrary_Plasma	Blood Plasma	Rosenberger et al. (2014)	25977788	PXD000953
9725	Hs_PanLibrary_Purified_platelets	Blood Cells	Rosenberger et al. (2014)	25977788	PXD000953
9726	Hs_PanLibrary_THP1	Cancer Cell Lines, Blood	Rosenberger et al. (2014)	25977788	PXD000953
9727	Hs_PanLibrary_U2OS_Hela	Cancer Cell Lines, Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9728	Hs_PanLibrary_U2OS_PCT	Cancer Cell Lines, Bone	Rosenberger et al. (2014)	25977788	PXD000953
8703	Hs_EndothelialCell_Phospho_Silac	Non Cancer Cell Lines	van den Biggelaar et al. (2014)	24501219	PXD000597
